Polarity,Text
negative,you can actually get 2 salads worth if u take it home and add it to some lettuce!
positive,"The food is very good for it's price, better than most fried dumplings I've had."
positive,Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.
negative,I ate here a week ago and found most dishes average at best and too expensive.
positive,"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!"
positive,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
negative,Stay away from the latter since you won't go for seconds (hint hint).
positive,"not only does make the best pizza in NY , maybe anywhere."
positive,The spicy Tuna roll is huge and probably the best that I've had at this price range.
negative,Price and quality of fish alone will keep us from making a return visit.
positive,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
positive,This is one of the best comfort food places in the city.
positive,"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves."
positive,I had a huge pastrami sandwich on a roll.
negative,The fish was not fresh and the rice tasted old and stale.
negative,"Considering their price of $6.25 for lunch special, the dish was ridiculously small."
positive,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).
positive,The wine list is also really nice.
positive,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"
neutral,"Compared to Ess-a, Tal offers a less doughy bagel!"
positive,Ballato's is consistently delicious authentic italian food.
conflict,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.
positive,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.
positive,The food was pretty tradional but it was hot and good with large portions.
negative,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal."
negative,"After we got our sashimi order, I could not believe how small the portions were!"
negative,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these."
positive,The service was excellent and the food was delicious.
positive,always fresh and delicious.
conflict,"The food was very good, but not very thai."
negative,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up."
positive,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.
negative,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato."
positive,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
positive,Their sake martini is wonderful.
neutral,"Bagels are ok, but be sure not to make any special requests!"
positive,fine dining restaurant quality.
positive,The food was exceptional.
conflict,The portions are small but being that the food was so good makes up for that.
positive,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
neutral,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
positive,Best drumsticks over rice and sour spicy soup in town!
negative,Slightly above average wines start at $70+ with only one selection listed at $30+.
positive,Their whitefish salad is excellent--all whitefish with a little mayo.
negative,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce."
positive,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
negative,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy."
positive,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
positive,"Saul is pretty good, but definitely not great."
negative,"I would recommend Roxy's for that, but not for their food."
positive,Their pad penang is delicious and everything else is fantastic.
positive,"The puke green walls leave a lot to be desired, but the food is very good."
positive,"The flavors are very fresh and pretty inobtrusive, nothing flashy."
negative,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
positive,big and soft as well as good lunch food.
positive,"No food snobs allowed, this place is for people who appreciate good food."
positive,I liked the food at this quasi-thai restaurant.
positive,By far the best salad I have had in a fast food restaurant.
negative,"As for the bar, this is another bad idea."
conflict,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience."
positive,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for."
positive,The barebecued salmon is elegantly spiced and not at all dry.
positive,What generous portions!
neutral,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
positive,The wine the service was very good too.
positive,"So, the menu is written in chalk above your head and it all sounds delicious."
positive,The highly spiced chai tea was great too.
positive,"I have been there many times, and food is good and consistent."
positive,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even."
negative,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for."
neutral,The meat dishes were only so-so.
positive,"The menu consisted of standard brassiere food, better then places like Balthazar etc."
negative,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal."
neutral,And you're hungry a few hours later.
positive,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place."
positive,This is the best sushi in new york city - hands down.
positive,Great value for the quality ingredients.
negative,"The Thali was small, thoroughly unremarkable, and $14.95."
positive,The sushi is also great!
positive,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.
positive,"The food here is rather good, but only if you like to wait for it."
positive,I got an excellent piece of cheesecake and we had several other nice pastries.
negative,The makhani was OK --the korma was bland.
positive,The food is inventive but still keeps traditional indian flavoring.
positive,The lox is always fresh too.
positive,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.
positive,Food was OK - fish was cooked well.
positive,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.
positive,The duck confit is always amazing and the foie gras terrine with figs was out of this world.
conflict,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
positive,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
negative,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
positive,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
positive,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
positive,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
positive,Salads were fantastic.
positive,The owners and employees are friendly and their pizza is fantastic.
positive,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries."
positive,The food is authentic Italian - delicious!
negative,skip dessert.
positive,It's all about the food !!
positive,"stick with the chicken, beef, and lamb dishes."
positive,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident."
positive,"Bottom line: B+ for the food, F for the service."
negative,"Stick to dimsum, not super overpriced noodles."
positive,delicious simple food in nice outdoor atmosphere.
conflict,"The food is good, but very expensive for the casualness of it."
negative,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.
positive,Try sushimi cucumber roll.
positive,The food is delicious.
positive,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
neutral,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.
positive,"The food is outstanding and the service is quick, friendly and very professional."
positive,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
positive,And they have these home made potato chips at the bar that are the most delicious things in the world!
positive,My husband and I enjoyed each of the 6 taste size portions and left completely full.
positive,"We all ate pasta entre'es, which were great."
positive,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
negative,The food was boring and expensive.
positive,Terrific menu full of unique rolls and special dishes.
positive,"We love the food, drinks, and atmosphere!"
positive,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
positive,"If you are looking for a good quality, cheap eats - this is the place."
positive,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
positive,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
positive,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
positive,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
positive,"The main course had an average portion, and was decent overall."
positive,The dinner menu is diverse and top-notch as well.
positive,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation."
positive,"at taj, vegetarians can rejoice-all the dishes are manna from heaven."
positive,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
positive,I would definitely go back -- if only for some of those exotic martinis on the blackboard.
positive,Simple comfort food and what hot and lage portions.
negative,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
neutral,"Also, specify if you like your food spicy- its rather bland if you don't."
negative,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
positive,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
positive,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
positive,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
positive,My fish was delicious in an incredible curry sauce.
positive,"Even upon delivery, their juicy pork buns are quite good . ."
positive,"Average to good Thai food, but terrible delivery."
positive,And they provided a delicious dessert on the house!
positive,"The food is amazing, rich pastas and fresh doughy pizza."
positive,"Food was very good, but not what I would consider out of this world."
positive,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
positive,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
positive,Food is great and inexpensive.
positive,"Dessert - can't be missed, so save room!!!"
positive,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat."
positive,Ingredients are organic which is a real plus for me.
negative,It was so bad I actually refused to pay for my food.
positive,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
positive,"The staff was very attentive, the ambience lovely, and the food superb."
negative,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them."
positive,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
positive,"The waiters are sweet, the food is tasty and the bill is never too large."
positive,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food."
conflict,"The menu may be small, but everything on it is delicious."
negative,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.
positive,It was divine melts in your mouth.
positive,#NAME?
positive,The flavors robust and subtle.
positive,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best."
positive,"We concluded with tiramisu chocolate cake, both were delicious."
positive,"Service here was great, food was fantastic."
positive,The sauce is delicious and the crust is perfect.
neutral,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
positive,They have some great entrees here as well.
positive,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next."
positive,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!"
positive,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.
neutral,I care more about the food and ambience.
negative,"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
positive,The garlic mashed potatoes are hands down the best in the city!
neutral,Food and service was okay.
negative,The lamb meat was under-cooked and EXTRMELY CHEWY.
positive,The best pad thai i've ever had.
negative,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason."
positive,Great pizza and fantastic service.
negative,"While this is a pretty place in that overly cute French way, the food was insultingly horrible."
positive,None of that yucky whipped stuff.
negative,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be."
positive,Their coffee is quite good too!
positive,"great wine list (italian), good food, service was INITIALLY fine."
positive,"Normally that would be improper, however they were all delicious and my host did not complain."
positive,Taxan delicious!
conflict,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price)."
neutral,"Southern Indian cuisine is still there, too."
negative,They couldn't even make a salad that was appealing.
positive,Killer Sushi!
positive,Of course the reason its so packed is because the food is so delicious!
positive,"Staffs are not that friendly, but the taste covers all."
positive,Plus they made a perfect martini.
neutral,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.
positive,Their Margarita is best I've had since I've returned from Naples!
positive,The tastes makes your mouth water for more.
positive,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
neutral,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
negative,The food was actually aweful.
positive,They are served with a free appetizer and the portions are perfect for lunch.
neutral,"My husband and I both ordered the Steak, medium."
negative,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting."
positive,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.
neutral,The sushi is average and the prices are anything but.
positive,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions."
neutral,Several of the dim sum orders had about 6-8 pieces.
positive,If you have a dumpling fetish i suggest you try some here!
positive,"Three page wine menu, one page entree and horedevous."
positive,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly."
positive,And the food was fantastic.
positive,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot)."
neutral,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
positive,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate."
conflict,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca."
positive,You can even get packages of the chutneys to stock your fridge!
positive,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.
positive,"If it isn't for the food (A+++), it must be the service or the ambience."
negative,"During the course of the past 3 months, the chef and staff changed and it was not for the better."
positive,Pick a bagel has the best bagels in the city.
neutral,It's called Gnochi alla nona and is found under Chef Specials.
negative,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
positive,The fried dumplings are GREAT!
positive,This place has the best Chinese style BBQ ribs in the city.
positive,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent."
positive,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.
neutral,The dim sum here is only so-so.
positive,"$6 and there is much tasty food, all of it fresh and continually refilled."
positive,"Just straight up cheap, good food."
positive,Steamed fresh so brought hot hot hot to your table.
negative,The steak was very fatty and the sauce was overpowering and not very tasty.
positive,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!"
conflict,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).
positive,They have a very diverse menu so its something for everybody.
positive,The bagel was huge.
positive,Get the tuna of gari.
conflict,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
neutral,Edible but really a ripoff at those prices given whats in the area.
positive,"Great food, great decor, great service."
neutral,"The palak paneer was standard, and I was not a fan of the malai kofta."
positive,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.
positive,"They sell special sushi, everything have a topping, sauce and etc."
positive,The service was excellent and the food was delicious.
negative,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!"
positive,I'm happy to have Nosh in the neighborhood and the food is very comforting.
negative,"They kindly brought us more to see if it was better, but it was not!"
positive,love the food.
positive,All the desserts the group tried got favorable reviews.
positive,Best Reuben sandwich ever!
positive,Lucky Strike is a great casual place to just grab a bite to eat.
positive,Wonderful strawberry daiquiries as well!
negative,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud)."
positive,Frites were delicious if a bit on the thick side.
positive,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
positive,"Overall, the best bagel in town."
positive,"It was huge, delicious, fresh, and will be the reason we return."
positive,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris."
positive,The sushi seemed pretty fresh and was adequately proportioned.
positive,Spreads and toppings are great - though a bit pricey.
negative,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!
positive,"The service was excellent, the food was excellent, but the entire experience was very cool."
neutral,Just stick with the small dishes!
positive,Food is excellent.
positive,Although we were looking for regular lettuce and some walnuts the salads we got were great.
positive,Excellent lunch buffet for only $6.95.
positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling."
positive,"The portion sizes here are huge, and the sushi is good."
positive,My boyfriend ate tuna and it was cooked perfectly!
positive,"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special."
positive,"Good food at the restaurant (a bit expensive, but great if you want to impress your date)."
positive,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
positive,I have eaten there 3-4 times and the food was always good.
positive,"great eats, good times."
positive,"Grilled whole fish wonderful, great spicing."
positive,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit."
positive,Try the lobster teriyaki and the rose special roll.
positive,"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!"
positive,"I found the food, service and value exceptional everytime I have been there."
negative,We ate at this Thai place following the reviews but very unhappy with the foods.
conflict,"The food is definitely good, but I left a bit disappointed."
negative,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!"
positive,"The drinks are a saving grace, but service staff, please, get over yourselves."
positive,The prices are exceptionally reasonable for food of this caliber.
positive,If you go here - your focus should be the Tamarind Margaritas.
positive,The filet mignon dish was superb!
positive,I had been a regular due to the consistently good food and ease of getting a table.
positive,"The food is good, I can't lie."
positive,"great food, lt's of it, more then one person can eat!"
positive,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money."
positive,This place is worth going even if only for their beer.
positive,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).
positive,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
negative,"Do not get the Go Go Hamburgers, no matter what the reviews say."
positive,The sandwhiches are out-of-this world!
positive,The food was very well prepared.
positive,Really tasty spring rolls and noodles for a good price though.
conflict,"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap."
conflict,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
negative,"The food arrived 20 minutes after I called, cold and soggy."
conflict,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place."
positive,"The prices cannot be beat for the quality, quantity, freshness and taste."
positive,"Check it out, it won't hurt your stomach or your wallet."
positive,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!"
negative,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.
positive,I have been about 4 times and have always had a great meal.
positive,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.
negative,Horrible food and Horrible service.
positive,The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.
positive,They treated us well and the food was extremely fresh and well-prepared.
positive,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.
negative,THE BIG COMPLAINT: NO TOASTING AVAILABLE.
positive,"Even if the food wasn't this good, the garden is a great place to sit outside and relax."
negative,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal."
positive,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites."
negative,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.
positive,No you're going to go back because the food was good.
positive,The food was great and the service was even better.
positive,The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).
negative,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
positive,My son and his girlfriend both wanted cheeseburgers and they were huge!
positive,I really recommend the very simple Unda (Egg) rolls.
positive,Very good wine choices.
positive,"Tasty steak, pork loin, the works."
positive,"The burger was great, also."
positive,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
positive,The pizza was great.
positive,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).
conflict,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
positive,They need a kick out of it but until then the sushi is pretty good and the place is consistent.
positive,All in all the food was above average and I would return to see how they operate with four or less dinners.
positive,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
positive,"For appetizers, I recommend the shrimp fritters and dumplings."
neutral,Such nice people working here - but I have to review the food.
positive,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)
positive,Veal Parmigana - Better than Patsy's!
positive,"Great wine, great food."
positive,The food and staff always surprise me with the new heights they are taken to.
negative,honestly the worst sushi my husband and i had in our entire lives.
positive,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
positive,What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.
positive,"Sake collection was excellent (Try Nanbu Bijin), but pricy."
positive,Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
positive,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent."
positive,The service is outstanding and my crab-cake eggs benedict could not have been better.
neutral,We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.
neutral,"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken."
negative,"Because of the delicate thin crust, take-out pies get soggy in their boxes."
neutral,The dish had like 6 pieces of beef in it.
neutral,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand."
conflict,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
negative,He was terribly thirsty after the meal too.
neutral,The selection changes frequently but the basic dishes are always available.
positive,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.
neutral,then we ordered a dinosaur rolls and white tuna sashimi.
positive,I'm partial to the Gnocchi.
neutral,"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi."
positive,"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food."
neutral,"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles."
